년도,시도,위도,경도,장소설명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수
2013,서울특별시 은평구5,37.5990297,126.9157247,서울특별시 은평구 역촌동 신사오거리 ,4 ,4 ,0 ,3 ,1 ,0 
2013,서울특별시 은평구6,37.6087786,126.9206406,서울특별시 은평구 대조동 역촌사거리 ,4 ,4 ,0 ,2 ,2 ,0 
2013,서울특별시 은평구7,37.6105025,126.9298435,서울특별시 은평구 대조동 불광전화국앞 ,4 ,4 ,0 ,1 ,3 ,0 
2013,서울특별시 은평구8,37.610413,126.9335692,서울특별시 은평구 불광동 국립보건원 ,4 ,4 ,0 ,1 ,3 ,0 
2013,서울특별시 은평구9,37.6112095,126.9172389,서울특별시 은평구 갈현동 구산역 ,3 ,3 ,0 ,1 ,2 ,0 
2013,서울특별시 서대문구1,37.5913922,126.9414446,서울특별시 서대문구 홍은동 홍은사거리 ,8 ,8 ,2 ,4 ,2 ,0 
2013,서울특별시 서대문구2,37.5718672,126.9619709,서울특별시 서대문구 영천동 교남동사무소 ,7 ,7 ,1 ,5 ,1 ,0 
2013,서울특별시 서대문구3,37.5829874,126.9523602,서울특별시 서대문구 홍제동 서부빌딩 ,5 ,5 ,0 ,3 ,2 ,0 
2013,서울특별시 서대문구4,37.5683112,126.9129758,서울특별시 서대문구 남가좌동 성사중학교 ,4 ,4 ,0 ,4 ,0 ,0 
2013,서울특별시 서대문구5,37.5764491,126.9131423,서울특별시 서대문구 북가좌동 고려가정의학과의원 ,4 ,4 ,0 ,1 ,3 ,0 
2013,서울특별시 서대문구6,37.5953053,126.9447195,서울특별시 서대문구 홍제동 홍은성결교회 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 서대문구7,37.5660685,126.924904,서울특별시 서대문구 연희동 두꺼비주유소앞 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 서대문구8,37.5672561,126.9304464,서울특별시 서대문구 연희동 연희프라자 ,3 ,3 ,0 ,2 ,1 ,0 
2013,서울특별시 마포구1,37.5652742,126.9010199,서울특별시 마포구 성산동 평강교회 ,5 ,5 ,1 ,2 ,2 ,0 
2013,서울특별시 마포구2,37.5404326,126.9463602,서울특별시 마포구 용강동 일진빌딩 ,5 ,5 ,0 ,3 ,2 ,0 
2013,서울특별시 마포구3,37.5423549,126.9513771,서울특별시 마포구 도화동 공덕오거리 ,4 ,4 ,1 ,1 ,2 ,0 
2013,서울특별시 마포구4,37.547478,126.931855,서울특별시 마포구 창전동 광흥창역 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 마포구5,37.5556913,126.9379918,서울특별시 마포구 노고산동 신촌로터리_신촌로_진입 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 양천구1,37.491626,126.8568265,서울특별시 양천구 신월동 샛별유치원 ,5 ,6 ,0 ,2 ,4 ,0 
2013,서울특별시 양천구2,37.5251801,126.8753593,서울특별시 양천구 목동 국일빌딩앞 ,5 ,5 ,0 ,2 ,3 ,0 
2013,서울특별시 양천구3,37.5358414,126.8283183,서울특별시 양천구 신월동 신월사거리 ,4 ,4 ,0 ,3 ,1 ,0 
2013,서울특별시 양천구4,37.5330335,126.8637145,서울특별시 양천구 목동 목동사거리 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 강서구1,37.5323967,126.8457852,서울특별시 강서구 화곡동 형제빌딩 ,5 ,5 ,0 ,2 ,2 ,1 
2013,서울특별시 강서구2,37.558683,126.837595,서울특별시 강서구 내발산동 발산역_강서로_진입_2 ,4 ,4 ,1 ,3 ,0 ,0 
2013,서울특별시 강서구3,37.5555519,126.8618038,서울특별시 강서구 등촌동 등촌성당 ,4 ,4 ,1 ,2 ,1 ,0 
2013,서울특별시 강서구4,37.5474514,126.8455941,서울특별시 강서구 화곡동 유니스빌딩 ,4 ,4 ,1 ,1 ,2 ,0 
2013,서울특별시 강서구5,37.5306478,126.8506783,서울특별시 강서구 화곡동 까치산식당 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 강서구6,37.5515298,126.8650847,서울특별시 강서구 등촌동 조흥은행등촌동지점 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 구로구1,37.4948474,126.883703,서울특별시 구로구 개봉동 조양빌딩 ,5 ,5 ,1 ,3 ,1 ,0 
2013,서울특별시 구로구2,37.5066787,126.8484839,서울특별시 구로구 오류동 대성그린빌라 ,3 ,3 ,1 ,1 ,1 ,0 
2013,서울특별시 구로구3,37.5008739,126.8507894,서울특별시 구로구 고척동 상암빌딩 ,3 ,3 ,0 ,2 ,1 ,0 
2013,서울특별시 금천구1,37.4500189,126.9038349,서울특별시 금천구 시흥동 교촌빌딩 ,5 ,5 ,0 ,2 ,2 ,1 
2013,서울특별시 금천구2,37.4889659,127.0324032,서울특별시 금천구 시흥동 부영빌딩 ,4 ,4 ,0 ,3 ,1 ,0 
2013,서울특별시 영등포구1,37.4982246,126.9158273,서울특별시 영등포구 신길동 대진목재 ,6 ,6 ,1 ,3 ,2 ,0 
2013,서울특별시 영등포구2,37.5109122,126.9126939,서울특별시 영등포구 신길동 영등포농협 ,5 ,5 ,0 ,4 ,1 ,0 
2013,서울특별시 영등포구3,37.521638,126.9049865,서울특별시 영등포구 영등포동7가 영등포시장역 ,4 ,4 ,1 ,1 ,2 ,0 
2013,서울특별시 영등포구4,37.517044,126.909018,서울특별시 영등포구 영등포동 영등포역 ,4 ,4 ,0 ,3 ,1 ,0 
2013,서울특별시 영등포구5,37.4913205,126.9033123,서울특별시 영등포구 대림동 대림공원사거리 ,4 ,4 ,0 ,3 ,0 ,1 
2013,서울특별시 영등포구6,37.5221501,126.9067833,서울특별시 영등포구 영등포동3가 영등포현대아파트 ,4 ,4 ,0 ,0 ,4 ,0 
2013,서울특별시 영등포구7,37.5305378,126.9248115,서울특별시 영등포구 여의도동 한서리버파크 ,4 ,4 ,0 ,0 ,3 ,1 
2013,서울특별시 영등포구8,37.4972791,126.904069,서울특별시 영등포구 대림동 영등포소방서 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 영등포구9,37.5166231,126.912394,서울특별시 영등포구 영등포동 영등포지하차도 북측 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 영등포구10,37.5194002,126.8955067,서울특별시 영등포구 영등포동7가 남부교육청앞 ,3 ,3 ,0 ,1 ,2 ,0 
2013,서울특별시 영등포구11,37.5150386,126.9196472,서울특별시 영등포구 영등포동 신길2 승리교회 ,3 ,3 ,0 ,1 ,2 ,0 
2013,서울특별시 동작구1,37.4764626,126.9823883,서울특별시 동작구 사당동 사당고가차도 서측 ,6 ,7 ,0 ,6 ,1 ,0 
2013,서울특별시 동작구2,37.5065419,126.9666112,서울특별시 동작구 흑석동 흑석2동신한은행 ,5 ,5 ,0 ,5 ,0 ,0 
2013,서울특별시 동작구3,37.5059537,126.9362795,서울특별시 동작구 상도동 상도지구대 ,4 ,4 ,1 ,3 ,0 ,0 
2013,서울특별시 동작구4,37.4846,126.9712504,서울특별시 동작구 사당동 남성역7호선 ,4 ,4 ,0 ,2 ,2 ,0 
2013,서울특별시 동작구5,37.482795,126.9749444,서울특별시 동작구 사당동 사당시장 ,3 ,3 ,0 ,2 ,0 ,1 
2013,서울특별시 관악구1,37.4837514,126.9549883,서울특별시 관악구 봉천동 관악프라자 ,7 ,7 ,0 ,6 ,1 ,0 
2013,서울특별시 관악구2,37.4714901,126.9339487,서울특별시 관악구 신림동 미림여고입구 ,6 ,6 ,0 ,5 ,1 ,0 
2013,서울특별시 관악구3,37.4865718,126.9465582,서울특별시 관악구 봉천동 현대시장 ,6 ,6 ,0 ,2 ,4 ,0 
2013,서울특별시 관악구4,37.4742673,126.9188112,서울특별시 관악구 신림동 뿌리약국 ,5 ,7 ,1 ,5 ,1 ,0 
2013,서울특별시 관악구5,37.4791841,126.9598904,서울특별시 관악구 봉천동 조강빌딩 ,4 ,4 ,0 ,2 ,0 ,2 
2013,서울특별시 관악구6,37.487519,126.913282,서울특별시 관악구 신림동 신대방역 ,3 ,4 ,1 ,2 ,1 ,0 
2013,서울특별시 관악구7,37.489127,126.9427807,서울특별시 관악구 봉천동 도원맨션 ,3 ,3 ,1 ,1 ,1 ,0 
2013,서울특별시 서초구1,37.4782679,126.9833604,서울특별시 서초구 방배동 삼원빌딩 ,6 ,6 ,0 ,6 ,0 ,0 
2013,서울특별시 서초구2,37.4815455,126.9971367,서울특별시 서초구 방배동 단지빌딩앞 ,4 ,4 ,1 ,1 ,2 ,0 
2013,서울특별시 서초구3,37.4813508,126.9815271,서울특별시 서초구 방배동 삼산빌딩 ,4 ,4 ,0 ,4 ,0 ,0 
2013,서울특별시 서초구4,37.484102,127.034369,서울특별시 서초구 양재동 양재역_남부순환로_진입_1 ,3 ,3 ,0 ,2 ,0 ,1 
2013,서울특별시 강남구1,37.4791582,127.0647135,서울특별시 강남구 개포동 구룡마을입구 ,3 ,4 ,2 ,1 ,1 ,0 
2013,서울특별시 송파구1,37.4885861,127.1153362,서울특별시 송파구 가락동 가락지하차도 동측 ,5 ,5 ,0 ,2 ,2 ,1 
2013,서울특별시 송파구2,37.4901021,127.1115698,서울특별시 송파구 가락동 문정동우체국 ,3 ,3 ,2 ,0 ,1 ,0 
2013,서울특별시 송파구3,37.5062405,127.1232563,서울특별시 송파구 거여동 거여사거리_오금로_진입 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 송파구4,37.4937687,127.133012,서울특별시 송파구 가락동 GS마트입구 ,3 ,3 ,0 ,3 ,0 ,0 
2013,서울특별시 강동구1,37.5302922,127.1287651,서울특별시 강동구 성내동 성내중고 ,5 ,5 ,0 ,2 ,3 ,0 
2013,서울특별시 강동구2,37.5360136,127.1374548,서울특별시 강동구 길동 강동한시휴플러스 ,4 ,4 ,0 ,3 ,1 ,0 
2013,서울특별시 강동구3,37.555051,127.15411,서울특별시 강동구 고덕동 고덕삼거리 ,4 ,4 ,0 ,1 ,3 ,0 
2013,서울특별시 강동구4,37.5384853,127.1237617,서울특별시 강동구 천호동 천호지하차도 남측 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 중구1,35.1122562,129.0342306,부산광역시 중구 영주동 부산터널삼거리 ,4 ,5 ,0 ,5 ,0 ,0 
2013,부산광역시 중구2,35.0995631,129.0245652,부산광역시 중구 부평동1가 부평교차로 ,4 ,4 ,0 ,4 ,0 ,0 
2013,부산광역시 중구3,35.0982286,129.0326274,부산광역시 중구 남포동2가 남포사거리 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 중구4,35.1050903,129.0283147,부산광역시 중구 대청동4가 대청사거리 ,3 ,3 ,0 ,0 ,3 ,0 
2013,부산광역시 서구1,35.0820597,129.024585,부산광역시 서구 남부민동 남해낚시 ,5 ,5 ,0 ,5 ,0 ,0 
2013,부산광역시 서구2,35.0963968,129.0244819,부산광역시 서구 충무동1가 충무교차로 ,5 ,5 ,0 ,4 ,1 ,0 
2013,부산광역시 서구3,35.1148666,129.013038,부산광역시 서구 서대신동3가 경남상고 ,3 ,3 ,1 ,2 ,0 ,0 
2013,부산광역시 서구4,35.1109504,129.0122327,부산광역시 서구 서대신동2가 서대신사거리 ,3 ,3 ,0 ,3 ,0 ,0 
2013,부산광역시 서구5,35.0973904,129.0105924,부산광역시 서구 아미동2가 호프블루 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 서구6,35.079982,129.0213438,부산광역시 서구 암남동 암남동주민센터 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 동구1,35.1248617,129.0445922,부산광역시 동구 수정동 세일병원 ,6 ,7 ,0 ,6 ,1 ,0 
2013,부산광역시 동구2,35.1377957,129.0588913,부산광역시 동구 범일동 삼미건설 주 ,4 ,4 ,0 ,3 ,1 ,0 
2013,부산광역시 동구3,35.1224283,129.0403092,부산광역시 동구 초량동 천백 돈까스 ,4 ,4 ,0 ,1 ,2 ,1 
2013,부산광역시 동구4,35.1249928,129.0415652,부산광역시 동구 수정동 하승희음악학원 ,3 ,3 ,1 ,1 ,1 ,0 
2013,부산광역시 동구5,35.120283,129.0316473,부산광역시 동구 초량동 경희아파트 ,3 ,4 ,0 ,3 ,1 ,0 
2013,부산광역시 영도구1,35.0857071,129.068518,부산광역시 영도구 동삼동 동삼주택B ,4 ,4 ,0 ,4 ,0 ,0 
2013,부산광역시 영도구2,35.0951664,129.0643046,부산광역시 영도구 청학동 경동상회 ,3 ,3 ,1 ,2 ,0 ,0 
2013,부산광역시 영도구3,35.0796208,129.0447124,부산광역시 영도구 영선동4가 칼라미술원 ,3 ,4 ,0 ,2 ,2 ,0 
2013,부산광역시 영도구4,35.0843157,129.0677004,부산광역시 영도구 동삼동 상리초등학교 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 영도구5,35.0885303,129.0418964,부산광역시 영도구 남항동1가 농협교차로 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 부산진구1,35.1625562,129.0614738,부산광역시 부산진구 전포동 부전시장 ,7 ,7 ,1 ,1 ,5 ,0 
2013,부산광역시 부산진구2,35.1537166,129.0585313,부산광역시 부산진구 당감동 아기사진포토 ,5 ,6 ,0 ,6 ,0 ,0 
2013,부산광역시 부산진구3,35.169916,129.0328958,부산광역시 부산진구 당감동 경비실 ,5 ,5 ,0 ,4 ,1 ,0 
2013,부산광역시 부산진구4,35.1787209,129.0475613,부산광역시 부산진구 초읍동 동가홍상 ,4 ,5 ,0 ,2 ,3 ,0 
2013,부산광역시 부산진구5,35.1613899,129.065643,부산광역시 부산진구 전포동 전포2치안센타 ,4 ,4 ,0 ,2 ,2 ,0 
2013,부산광역시 부산진구6,35.1524737,129.0362571,부산광역시 부산진구 가야동 가야교회 ,3 ,3 ,0 ,3 ,0 ,0 
2013,부산광역시 부산진구7,35.1558555,129.058831,부산광역시 부산진구 부전동 대흥귀금속 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 부산진구8,35.1681223,129.0375094,부산광역시 부산진구 당감동 백양순환로 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 동래구1,35.2132449,129.0777134,부산광역시 동래구 온천동 옷집 ,9 ,9 ,1 ,5 ,1 ,2 
2013,부산광역시 동래구2,35.2028649,129.0800134,부산광역시 동래구 명륜동 충렬교 ,4 ,4 ,0 ,4 ,0 ,0 
2013,부산광역시 동래구3,35.2079678,129.0696413,부산광역시 동래구 온천동 미남교차로 ,4 ,4 ,0 ,3 ,1 ,0 
2013,부산광역시 동래구4,35.2076902,129.0821124,부산광역시 동래구 명륜동 명륜교차로 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 남구1,35.1371984,129.0716153,부산광역시 남구 문현동 유엔아이치과 ,5 ,5 ,1 ,4 ,0 ,0 
2013,부산광역시 남구2,35.1351157,129.091919,부산광역시 남구 대연동 대연사거리 ,4 ,4 ,0 ,3 ,1 ,0 
2013,부산광역시 남구3,35.1219787,129.1121119,부산광역시 남구 용호동 시민주유소 ,4 ,4 ,0 ,2 ,2 ,0 
2013,부산광역시 북구1,35.2070433,129.0080337,부산광역시 북구 구포동 혜진합판 ,3 ,3 ,1 ,2 ,0 ,0 
2013,부산광역시 북구2,35.1896429,129.0569842,부산광역시 북구 구포동 희망나눔가게 ,3 ,3 ,0 ,3 ,0 ,0 
2013,부산광역시 해운대구1,35.1642801,129.1600785,부산광역시 해운대구 우동 해운대구청어귀 삼거리 ,4 ,4 ,0 ,3 ,1 ,0 
2013,부산광역시 사하구1,35.0994352,128.985856,부산광역시 사하구 괴정동 단독주택 ,5 ,6 ,0 ,4 ,2 ,0 
2013,부산광역시 사하구2,35.1061723,128.9684869,부산광역시 사하구 당리동 하단교차로 ,4 ,4 ,0 ,3 ,1 ,0 
2013,부산광역시 사하구3,35.081193,128.9677988,부산광역시 사하구 신평동 SK텔레콤정보통신 주 ,4 ,4 ,0 ,2 ,1 ,1 
2013,부산광역시 사하구4,35.0875086,129.0050395,부산광역시 사하구 감천동 감천사거리 ,3 ,3 ,1 ,0 ,1 ,1 
2013,부산광역시 사하구5,35.0999452,128.9926492,부산광역시 사하구 괴정동 괴정교차로 ,3 ,3 ,0 ,1 ,2 ,0 
2013,부산광역시 금정구1,35.2144748,129.1070376,부산광역시 금정구 서동 일차로한잔 ,5 ,6 ,0 ,6 ,0 ,0 
2013,부산광역시 금정구2,35.2482845,129.0910776,부산광역시 금정구 구서동 훼미리마트 ,4 ,4 ,0 ,4 ,0 ,0 
2013,부산광역시 금정구3,35.275021,129.090539,부산광역시 금정구 청룡동 범어사입구 ,3 ,3 ,0 ,3 ,0 ,0 
2013,부산광역시 금정구4,35.2312986,129.0847226,부산광역시 금정구 부곡동 장전동C ,3 ,3 ,0 ,1 ,1 ,1 
2013,부산광역시 연제구1,35.1860817,129.0816963,부산광역시 연제구 연산동 연산교차로 ,4 ,4 ,0 ,3 ,1 ,0 
2013,부산광역시 연제구2,35.1577512,128.9851992,부산광역시 연제구 연산동 의령장식 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 연제구3,35.1758052,129.0856407,부산광역시 연제구 연산동 연산시장 ,3 ,3 ,0 ,2 ,1 ,0 
2013,부산광역시 연제구4,35.1844708,129.0760585,부산광역시 연제구 연산동 부산중앙라이온스클럽 ,3 ,3 ,0 ,1 ,1 ,1 
2013,부산광역시 수영구1,35.1710704,129.05185,부산광역시 수영구 망미동 무지개혼수방 ,4 ,6 ,1 ,4 ,1 ,0 
2013,부산광역시 수영구2,35.168045,129.117019,부산광역시 수영구 수영동 수영교차로 ,4 ,4 ,1 ,3 ,0 ,0 
2013,부산광역시 수영구3,35.1509753,129.1125278,부산광역시 수영구 광안동  주에이앤시티 극단사무실 ,4 ,4 ,0 ,4 ,0 ,0 
2013,부산광역시 수영구4,35.1541969,129.1001677,부산광역시 수영구 광안동 광안사거리 ,3 ,3 ,0 ,1 ,2 ,0 
2013,부산광역시 사상구1,35.1632355,128.984391,부산광역시 사상구 괘법동 서부터미널 ,4 ,4 ,1 ,2 ,1 ,0 
2013,부산광역시 사상구2,35.173258,128.983943,부산광역시 사상구 덕포동 덕포사거리 ,4 ,6 ,0 ,4 ,2 ,0 
2013,부산광역시 사상구3,35.1632355,128.984391,부산광역시 사상구 괘법동 서부터미널 ,4 ,4 ,0 ,2 ,1 ,1 
2013,부산광역시 사상구4,35.1286694,128.9721807,부산광역시 사상구 엄궁동 삼원FA 주 ,3 ,3 ,0 ,1 ,2 ,0 
2013,부산광역시 사상구5,35.1413083,128.9880407,부산광역시 사상구 학장동  주세원 ,3 ,3 ,0 ,1 ,1 ,1 
2013,대구광역시 중구1,35.8704356,128.5792801,대구광역시 중구 대신동 큰장네거리 ,7 ,7 ,0 ,3 ,4 ,0 
2013,대구광역시 중구2,35.8631869,128.6027225,대구광역시 중구 삼덕동2가 삼덕네거리 ,4 ,4 ,0 ,3 ,1 ,0 
2013,대구광역시 중구3,35.8731025,128.6102215,대구광역시 중구 동인동3가 대구광역시아동보호전문기관 ,4 ,4 ,0 ,3 ,1 ,0 
2013,대구광역시 중구4,35.8743946,128.5944634,대구광역시 중구 동산동 B.B.S.구두수선 ,3 ,3 ,0 ,3 ,0 ,0 
2013,대구광역시 중구5,35.8709183,128.5904288,대구광역시 중구 포정동 만경관 ,3 ,3 ,0 ,2 ,1 ,0 
2013,대구광역시 중구6,35.8680451,128.6228666,대구광역시 중구 삼덕동2가 은난초플라워 ,3 ,3 ,0 ,0 ,3 ,0 
2013,대구광역시 동구1,35.8934142,128.6383092,대구광역시 동구 지저동 진화오피스텔 ,4 ,5 ,0 ,1 ,4 ,0 
2013,대구광역시 동구2,35.8792687,128.6244423,대구광역시 동구 신암동 오거리카센타 ,3 ,3 ,0 ,3 ,0 ,0 
2013,대구광역시 동구3,35.8753283,128.6199701,대구광역시 동구 신천동 24시유퉁의국밥집 ,3 ,3 ,0 ,3 ,0 ,0 
2013,대구광역시 동구4,35.8822682,128.6205259,대구광역시 동구 신암동 신촌설렁탕 ,3 ,3 ,0 ,2 ,1 ,0 
2013,대구광역시 서구1,35.884906,128.5735025,대구광역시 서구 원대동1가 원대네거리 ,6 ,6 ,1 ,2 ,3 ,0 
2013,대구광역시 서구2,35.8755556,128.5641667,대구광역시 서구 평리동 노인복지회관 ,6 ,6 ,0 ,4 ,2 ,0 
2013,대구광역시 서구3,35.8722685,128.5711141,대구광역시 서구 비산동 비산네거리 ,5 ,5 ,0 ,4 ,1 ,0 
2013,대구광역시 서구4,35.889224,128.5583936,대구광역시 서구 비산동 연합상사 ,4 ,5 ,0 ,4 ,1 ,0 
2013,대구광역시 서구5,35.888674,128.569965,대구광역시 서구 비산동 팔달네거리 ,3 ,3 ,0 ,3 ,0 ,0 
2013,대구광역시 서구6,35.8773057,128.571089,대구광역시 서구 비산동 오늘은고기잡는날 ,3 ,3 ,0 ,3 ,0 ,0 
2013,대구광역시 서구7,35.8793786,128.5591706,대구광역시 서구 평리동 임성호한의원 ,3 ,4 ,0 ,2 ,2 ,0 
2013,대구광역시 서구8,35.8635193,128.5561991,대구광역시 서구 평리동 남평리네거리 ,3 ,3 ,0 ,2 ,1 ,0 
2013,대구광역시 서구9,35.8752469,128.5471038,대구광역시 서구 평리동 대복식품 ,3 ,3 ,0 ,1 ,1 ,1 
2013,대구광역시 남구1,35.856354,128.5828635,대구광역시 남구 대명동 계명네거리 ,5 ,7 ,1 ,2 ,4 ,0 
2013,대구광역시 남구2,35.8400781,128.5798642,대구광역시 남구 대명동 앞산네거리 ,3 ,3 ,0 ,2 ,1 ,0 
2013,대구광역시 북구1,35.8763242,128.6041387,대구광역시 북구 칠성동1가 칠성시장네거리 ,5 ,5 ,0 ,3 ,2 ,0 
2013,대구광역시 북구2,35.9022656,128.6086375,대구광역시 북구 산격동 산격중학교 ,4 ,4 ,0 ,2 ,2 ,0 
2013,대구광역시 북구3,35.8766589,128.5978713,대구광역시 북구 칠성동2가 늘푸른수목원 ,4 ,4 ,0 ,2 ,2 ,0 
2013,대구광역시 북구4,35.9039518,128.5639337,대구광역시 북구 노원동1가 노곡교 ,3 ,4 ,0 ,2 ,2 ,0 
2013,대구광역시 수성구1,35.859028,128.626851,대구광역시 수성구 만촌동 범어네거리서편 ,6 ,6 ,2 ,4 ,0 ,0 
2013,대구광역시 수성구2,35.8137229,128.6159952,대구광역시 수성구 파동 청수탕 ,4 ,4 ,1 ,2 ,1 ,0 
2013,대구광역시 수성구3,35.8567992,128.6251928,대구광역시 수성구 범어동 삼천궁한정식 ,4 ,5 ,0 ,4 ,1 ,0 
2013,대구광역시 달서구1,35.8357504,128.5374506,대구광역시 달서구 월성동 건도산업개발 주 ,8 ,9 ,1 ,4 ,3 ,1 
2013,대구광역시 달서구2,35.855379,128.499089,대구광역시 달서구 신당동 성서2단지아파트 ,5 ,5 ,0 ,0 ,4 ,1 
2013,대구광역시 달서구3,35.8509097,128.5587548,대구광역시 달서구 성당동 두류휴게실 ,4 ,5 ,1 ,2 ,2 ,0 
2013,대구광역시 달서구4,35.849813,128.5156208,대구광역시 달서구 이곡동 한국갱생보호공단대구지부 ,4 ,4 ,1 ,2 ,1 ,0 
2013,대구광역시 달서구5,35.7745414,128.4313244,대구광역시 달서구 송현동 달성군청삼거리 ,4 ,5 ,0 ,2 ,3 ,0 
2013,대구광역시 달서구6,35.8237183,128.545479,대구광역시 달서구 상인동 월촌역네거리 ,4 ,4 ,0 ,2 ,2 ,0 
2013,대구광역시 달서구7,35.8359669,128.5498672,대구광역시 달서구 송현동 그린맨션아파트307동앞 ,3 ,3 ,0 ,2 ,1 ,0 
2013,대구광역시 달서구8,35.829773,128.5389239,대구광역시 달서구 본동 학산공원삼거리 ,3 ,3 ,0 ,1 ,2 ,0 
2013,인천광역시 남구1,37.4586581,126.6781238,인천광역시 남구 주안동 장가즉석김밥 ,5 ,5 ,0 ,1 ,4 ,0 
2013,인천광역시 남구2,37.444267,126.6968611,인천광역시 남구 관교동 농산물사거리 ,4 ,4 ,0 ,2 ,2 ,0 
2013,인천광역시 남구3,37.457343,126.680181,인천광역시 남구 주안동 시민회관사거리 ,3 ,3 ,0 ,2 ,1 ,0 
2013,인천광역시 남구4,37.4419865,126.6677022,인천광역시 남구 학익동 선거사무실 ,3 ,3 ,0 ,2 ,1 ,0 
2013,인천광역시 남구5,37.4578485,126.6894452,인천광역시 남구 주안동 석바위사거리 ,3 ,3 ,0 ,1 ,2 ,0 
2013,인천광역시 남동구1,37.457901,126.6960121,인천광역시 남동구 구월동 구월주공사거리 ,4 ,4 ,0 ,3 ,1 ,0 
2013,인천광역시 남동구2,37.4461008,126.73508,인천광역시 남동구 만수동 장승백이상가 ,4 ,4 ,0 ,2 ,2 ,0 
2013,인천광역시 남동구3,37.4500441,126.7011109,인천광역시 남동구 구월동 문예회관사거리 ,4 ,4 ,0 ,2 ,2 ,0 
2013,인천광역시 부평구1,37.4985664,126.7258849,인천광역시 부평구 부평동 금화상호저축은행 ,5 ,5 ,1 ,4 ,0 ,0 
2013,인천광역시 부평구2,37.50759877,126.7206181,인천광역시 부평구 부평동 부평구청사거리 ,4 ,4 ,2 ,2 ,0 ,0 
2013,인천광역시 부평구3,37.5066206,126.7035813,인천광역시 부평구 십정동 부일텔레콤 ,4 ,5 ,0 ,0 ,4 ,1 
2013,인천광역시 부평구4,37.5176478,126.7454658,인천광역시 부평구 삼산동 삼산2지구주공아파트5블럭 ,3 ,3 ,0 ,1 ,2 ,0 
2013,인천광역시 계양구1,37.5414862,126.7196793,인천광역시 계양구 임학동 매일우유대리점 ,6 ,7 ,0 ,7 ,0 ,0 
2013,인천광역시 계양구2,37.532951,126.7206901,인천광역시 계양구 작전동 우주빌딩 ,3 ,3 ,0 ,1 ,2 ,0 
2013,광주광역시 동구1,35.1507832,126.9139602,광주광역시 동구 금남로5가 한성회관 ,6 ,6 ,0 ,5 ,1 ,0 
2013,광주광역시 동구2,35.1527695,126.9175951,광주광역시 동구 대인동 한미쇼핑앞 ,5 ,5 ,1 ,3 ,1 ,0 
2013,광주광역시 서구1,35.1543723,126.9019766,광주광역시 서구 양동 양동시장A ,4 ,4 ,1 ,2 ,1 ,0 
2013,광주광역시 서구2,35.1336042,126.860601,광주광역시 서구 금호동 한국아파트B ,4 ,4 ,1 ,1 ,1 ,1 
2013,광주광역시 서구3,35.1403215,126.8567009,광주광역시 서구 금호동 기해법수학 ,4 ,4 ,0 ,3 ,1 ,0 
2013,광주광역시 서구4,35.1490707,126.8882235,광주광역시 서구 농성동 건강협회사거리 ,3 ,3 ,0 ,3 ,0 ,0 
2013,광주광역시 서구5,35.1405736,126.8646763,광주광역시 서구 쌍촌동 쌍촌시영아파트 ,3 ,3 ,0 ,3 ,0 ,0 
2013,광주광역시 남구1,35.1331605,126.9014304,광주광역시 남구 주월동 백운교차로 ,3 ,5 ,0 ,2 ,3 ,0 
2013,광주광역시 북구1,35.1479856,126.9158971,광주광역시 북구 유동 미용학원 ,6 ,6 ,1 ,3 ,2 ,0 
2013,광주광역시 북구2,35.161645,126.9343656,광주광역시 북구 두암동 밤실마을교차로 ,4 ,4 ,0 ,3 ,1 ,0 
2013,광주광역시 북구3,35.1709341,126.9225386,광주광역시 북구 우산동 말바우사거리 ,4 ,4 ,0 ,3 ,1 ,0 
2013,광주광역시 북구4,35.1798745,126.8781483,광주광역시 북구 운암동 영빈관수타면 ,4 ,4 ,0 ,3 ,1 ,0 
2013,광주광역시 북구5,35.1542414,126.9094847,광주광역시 북구 북동 플라워한국 ,4 ,5 ,0 ,1 ,4 ,0 
2013,광주광역시 북구6,35.1622963,126.9291493,광주광역시 북구 풍향동 꽃세상화훼유통 ,3 ,3 ,1 ,1 ,1 ,0 
